,loss,accuracy,val_loss,val_accuracy
0,0.5704127550125122,0.7295624613761902,0.5534207820892334,0.7299145460128784
1,0.5024557113647461,0.738527238368988,0.4845789074897766,0.8786324858665466
2,0.4233188033103943,0.8074706792831421,0.39435896277427673,0.8957265019416809
3,0.35471123456954956,0.8618996739387512,0.33329951763153076,0.8564102649688721
4,0.3116035759449005,0.880469560623169,0.2939493954181671,0.904273509979248
5,0.2830730676651001,0.8892208933830261,0.2730828821659088,0.9145299196243286
6,0.2595251798629761,0.9018142819404602,0.25861895084381104,0.9094017148017883
7,0.24378639459609985,0.9054428935050964,0.24729405343532562,0.9111111164093018
8,0.23431546986103058,0.9114194512367249,0.23565919697284698,0.9196581244468689
9,0.22306165099143982,0.9131270051002502,0.23378536105155945,0.9145299196243286
10,0.21716386079788208,0.9169690608978271,0.251055508852005,0.8991453051567078
11,0.21228612959384918,0.9163287281990051,0.21457771956920624,0.9247863292694092
12,0.204448863863945,0.9182497262954712,0.24220584332942963,0.9145299196243286
13,0.19396460056304932,0.9248666167259216,0.2050362080335617,0.9230769276618958
14,0.19197244942188263,0.9261472821235657,0.20139600336551666,0.9213675260543823
15,0.1878996342420578,0.9255069494247437,0.2015838325023651,0.9179487228393555
16,0.1813821643590927,0.9293490052223206,0.29271024465560913,0.892307698726654
17,0.18204760551452637,0.9329776167869568,0.205259770154953,0.9230769276618958
18,0.17784874141216278,0.9302027821540833,0.22810843586921692,0.9179487228393555
19,0.17730599641799927,0.9336179494857788,0.1871574968099594,0.9247863292694092
20,0.17097879946231842,0.9357523918151855,0.22362221777439117,0.9230769276618958
21,0.16654710471630096,0.9370330572128296,0.18915274739265442,0.9196581244468689
22,0.16569606959819794,0.9361792802810669,0.18797458708286285,0.9299145340919495
23,0.16324101388454437,0.9400213360786438,0.17940892279148102,0.928205132484436
24,0.16470733284950256,0.9342582821846008,0.18524928390979767,0.9213675260543823
25,0.15984061360359192,0.9355389475822449,0.17954182624816895,0.9230769276618958
26,0.15579237043857574,0.9419423937797546,0.18695557117462158,0.9264957308769226
27,0.1587800532579422,0.9415154457092285,0.17732512950897217,0.9299145340919495
28,0.15074391663074493,0.9413020014762878,0.18184514343738556,0.9247863292694092
29,0.15381620824337006,0.9413020014762878,0.17896923422813416,0.9264957308769226
30,0.15043894946575165,0.9470651149749756,0.17003858089447021,0.9333333373069763
31,0.1449606865644455,0.9474920034408569,0.17985638976097107,0.928205132484436
32,0.14433518052101135,0.9453575015068054,0.17356090247631073,0.928205132484436
33,0.14063763618469238,0.9474920034408569,0.16996343433856964,0.928205132484436
34,0.1434308886528015,0.9466382265090942,0.2125888615846634,0.9179487228393555
35,0.1380157768726349,0.9485592246055603,0.16303937137126923,0.9350427389144897
36,0.1349542886018753,0.9496264457702637,0.19404618442058563,0.9247863292694092
37,0.13695365190505981,0.9506937265396118,0.1614610254764557,0.9367521405220032
38,0.13347555696964264,0.9511206150054932,0.2063831090927124,0.9230769276618958
39,0.1321631669998169,0.9479188919067383,0.16518771648406982,0.9316239356994629
