,loss,accuracy,val_loss,val_accuracy
0,0.530143678188324,0.7421557903289795,0.7225281000137329,0.4923076927661896
1,0.3746991455554962,0.833511233329773,0.3385124206542969,0.8427350521087646
2,0.2794014513492584,0.886659562587738,0.22949284315109253,0.9094017148017883
3,0.22889523208141327,0.9109925031661987,0.44323647022247314,0.8188034296035767
4,0.201835498213768,0.9197438359260559,0.18704313039779663,0.9316239356994629
5,0.17096716165542603,0.9348986148834229,0.167754128575325,0.9367521405220032
6,0.16739052534103394,0.9340448379516602,0.16540835797786713,0.9384615421295166
7,0.15231271088123322,0.9413020014762878,0.16149166226387024,0.9384615421295166
8,0.14569084346294403,0.9415154457092285,0.17176453769207,0.9316239356994629
9,0.13556213676929474,0.9466382265090942,0.17275267839431763,0.9350427389144897
10,0.1330113261938095,0.950053334236145,0.1653471291065216,0.9350427389144897
11,0.1255786418914795,0.9530416131019592,0.1807742565870285,0.9333333373069763
12,0.11786175519227982,0.9532550573348999,0.17741966247558594,0.9350427389144897
13,0.10852447152137756,0.9592316150665283,0.16444937884807587,0.9384615421295166
14,0.10606859624385834,0.9611526131629944,0.19480179250240326,0.9264957308769226
15,0.10185667127370834,0.9617929458618164,0.16286921501159668,0.9367521405220032
16,0.10091309994459152,0.9632871150970459,0.16496481001377106,0.9384615421295166
17,0.09514635801315308,0.9669156670570374,0.18770939111709595,0.9333333373069763
18,0.09687872976064682,0.9632871150970459,0.1849835366010666,0.9333333373069763
19,0.09056106209754944,0.965848445892334,0.15461882948875427,0.9367521405220032
20,0.08442410826683044,0.9713980555534363,0.15782955288887024,0.94017094373703
21,0.08367041498422623,0.9709711670875549,0.15689125657081604,0.94017094373703
22,0.08308809995651245,0.9709711670875549,0.1722826361656189,0.9367521405220032
23,0.0802338570356369,0.9705442786216736,0.1576484739780426,0.9367521405220032
24,0.07288671284914017,0.9752401113510132,0.14324548840522766,0.9452991485595703
25,0.07128416746854782,0.9767342805862427,0.18219783902168274,0.9470085501670837
26,0.06671001762151718,0.9773746132850647,0.1494358777999878,0.9435897469520569
27,0.06774497032165527,0.977161169052124,0.152521550655365,0.9367521405220032
28,0.059755969792604446,0.9784418344497681,0.29584789276123047,0.9111111164093018
29,0.060548026114702225,0.9801493883132935,0.18340304493904114,0.9350427389144897
30,0.061724018305540085,0.977801501750946,0.18868160247802734,0.9299145340919495
31,0.05472279712557793,0.9824973344802856,0.1633508801460266,0.94017094373703
32,0.05065184459090233,0.9839914441108704,0.17674078047275543,0.9452991485595703
33,0.04764082655310631,0.981643557548523,0.17959466576576233,0.9452991485595703
34,0.05158570781350136,0.9799359440803528,0.15137994289398193,0.9504273533821106
35,0.04679868370294571,0.9837779998779297,0.14905790984630585,0.9452991485595703
36,0.04169275611639023,0.9859125018119812,0.17532095313072205,0.9418803453445435
37,0.04189515486359596,0.9856990575790405,0.20748533308506012,0.928205132484436
38,0.040686991065740585,0.9876200556755066,0.16889704763889313,0.9452991485595703
39,0.036244142800569534,0.9869797229766846,0.18797437846660614,0.9316239356994629
